#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
PACT2  27.634  -97.237 2019 03 11 23 30  80   7.2   8.8   MM  MM   MM  MM 1017.3    MM  20.6  21.8    MM   MM     MM
PAXA2  58.159 -134.178 2019 03 11 23 43 120   2.1   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PBFW1  48.464 -122.469 2019 03 11 22 30 180   5.1    MM   MM  MM   MM  MM 1015.0    MM   8.2    MM  -1.5   MM     MM
PBPA2  58.203 -134.148 2019 03 11 23 10 200   1.5   5.7   MM  MM   MM  MM  999.3    MM   5.1    MM   1.4   MM     MM
PCBF1  30.213  -85.880 2019 03 11 23 30 150   3.6   4.1   MM  MM   MM  MM 1021.9    MM  19.1  18.7    MM   MM     MM
PCGT2  26.072  -97.167 2019 03 11 23 30  80   3.6   5.1   MM  MM   MM  MM 1016.3    MM  21.0    MM    MM   MM     MM
PCLF1  30.404  -87.211 2019 03 11 23 30 350   4.6   6.7   MM  MM   MM  MM 1022.3    MM  20.3  20.5    MM   MM     MM
PCLM4  47.276  -88.528 2019 03 11 22 40 270   4.1   7.2   MM  MM   MM  MM 1024.4    MM  -5.5    MM    MM   MM     MM
PCNT2  28.446  -96.396 2019 03 11 23 24  80   5.7   6.2   MM  MM   MM  MM 1017.8    MM  19.6  18.9    MM   MM     MM
PCOC1  38.056 -122.039 2019 03 11 23 30 270   2.6   3.1   MM  MM   MM  MM 1016.0    MM  17.1  11.9    MM   MM     MM
PEGF1  26.086  -80.116 2019 03 11 23 30  90   4.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PFDC1  33.735 -118.241 2019 03 11 23 30 280   5.7   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PFXC1  33.747 -118.215 2019 03 11 23 30 300   5.7   7.2   MM  MM   MM  MM     MM    MM  17.7    MM    MM   MM     MM
PGBP7  13.428  144.796 2019 03 11 23 30  70   2.1   4.6   MM  MM   MM  MM 1014.0    MM    MM    MM    MM   MM     MM
PGXA2  57.016 -134.618 2019 03 11 23 43 120   4.1   7.2   MM  MM   MM  MM     MM    MM   3.1    MM  -0.4   MM     MM
PHBP1  39.933  -75.142 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.3    MM  11.6   3.9    MM   MM     MM
PILA2  59.742 -149.470 2019 03 11 23 30 360   2.6   2.6   MM  MM   MM  MM  992.8    MM    MM    MM    MM   MM     MM
PILL1  29.179  -89.259 2019 03 11 23 30  10   1.5   2.1   MM  MM   MM  MM 1021.8    MM  20.0   8.9    MM   MM     MM
PILM4  48.223  -88.366 2019 03 11 23 00 260   8.2   8.8   MM  MM   MM  MM 1023.6  +0.0  -2.8    MM    MM   MM     MM
PKBW3  46.672  -92.136 2019 03 11 22 00 250   2.6    MM   MM  MM   MM  MM 1026.0  -1.0   1.2    MM -12.2   MM     MM
PKYF1  24.918  -80.747 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.7    MM   MM  -0.65
PLSF1  24.693  -82.773 2019 03 11 23 00  80   4.1   5.1   MM  MM   MM  MM 1020.2  -0.3  25.4    MM    MM   MM     MM
PLXA2  56.247 -134.647 2019 03 11 23 24 210   3.1   4.6   MM  MM   MM  MM 1001.6    MM   5.9   5.8    MM   MM     MM
PMAF1  27.638  -82.562 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1021.1    MM  21.4  24.9    MM   MM     MM
PMNT2  26.559  -97.424 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1016.2    MM  22.3  20.2    MM   MM     MM
PNLM4  45.968  -85.869 2019 03 11 23 18  50   2.1   3.6   MM  MM   MM  MM 1023.3    MM  -3.0    MM    MM   MM     MM
PNLM6  30.368  -88.563 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  17.5    MM   MM     MM
PORO3  42.739 -124.498 2019 03 11 23 30 300   2.6   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PORT2  29.867  -93.931 2019 03 11 23 30  40   2.1   4.1   MM  MM   MM  MM 1021.5    MM  20.5  15.9    MM   MM     MM
POTA2  61.060 -146.700 2019 03 11 23 30  30   7.2   7.7   MM  MM   MM  MM  994.4    MM   2.8    MM    MM   MM     MM
PPTM2  38.134  -76.533 2019 03 11 23 30 300   1.0   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXC1  37.906 -122.365 2019 03 11 23 30 220   4.6   5.7   MM  MM   MM  MM 1016.5    MM  15.8    MM    MM   MM     MM
PRDA2  70.400 -148.527 2019 03 11 23 30  50   8.2   9.3   MM  MM   MM  MM 1006.7    MM -25.6  -1.9    MM   MM     MM
PRJC1  33.733 -118.186 2019 03 11 23 30 300   3.1   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRTA2  58.411 -134.955 2019 03 11 23 10 110   1.5   4.1   MM  MM   MM  MM  998.1    MM   4.8    MM   2.0   MM     MM
PRYC1  37.996 -122.977 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.1    MM    MM  13.2    MM   MM     MM
PSBC1  38.040 -121.887 2019 03 11 23 30 300   3.6   4.1   MM  MM   MM  MM 1015.7    MM  16.9    MM    MM   MM     MM
PSBM1  44.905  -66.983 2019 03 11 23 30 250   1.0   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSCM4  43.420  -82.540 2019 03 11 23 00  MM    MM    MM   MM  MM   MM  MM 1023.0  +1.3   0.9    MM    MM   MM     MM
PSLC1  35.169 -120.754 2019 03 11 23 30 320   5.7   6.7   MM  MM   MM  MM 1013.7    MM  18.5  13.6    MM   MM     MM
PSTL1  28.932  -89.407 2019 03 11 23 30  50   1.0   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSTN6  42.691  -79.048 2019 03 11 23 12  MM    MM    MM   MM  MM   MM  MM 1021.6    MM  -0.6    MM    MM   MM     MM
PSXC1  33.768 -118.226 2019 03 11 23 30 280   6.2   7.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTAW1  48.125 -123.441 2019 03 11 22 36 320   2.1   2.6   MM  MM   MM  MM 1014.6    MM   6.2   7.7    MM   MM     MM
PTBM6  30.213  -88.505 2019 03 11 23 30  10   5.7   6.7   MM  MM   MM  MM 1023.6    MM  18.5    MM    MM   MM     MM
PTCR1  41.638  -71.340 2019 03 11 23 30 270   2.1   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTGC1  34.577 -120.648 2019 03 11 23 00 330  12.9  13.9   MM  MM   MM  MM 1012.2  -1.8  13.1    MM    MM   MM     MM
PTIM4  46.485  -84.631 2019 03 11 23 18 290   6.2   7.2   MM  MM   MM  MM 1022.8    MM  -5.5    MM -12.4   MM     MM
PTIT2  26.061  -97.215 2019 03 11 23 24  80   4.6   6.2   MM  MM   MM  MM 1016.0    MM  22.0  20.2    MM   MM     MM
PTLA2  58.346 -134.752 2019 03 11 23 42  90   1.5   4.1   MM  MM   MM  MM  999.9    MM   5.2    MM   0.1   MM     MM
PTOA1  30.671  -88.031 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  17.3    MM  15.6  5.9     MM
PTRP4  18.367  -67.251 2019 03 11 23 45  60   4.1   6.7   MM  MM   MM  MM     MM    MM  24.0    MM    MM   MM     MM
PTWW1  48.111 -122.760 2019 03 11 23 24 140   3.6   5.1   MM  MM   MM  MM 1014.3    MM   8.2   7.9    MM   MM     MM
PVDR1  41.786  -71.383 2019 03 11 23 30 300   1.5   2.1   MM  MM   MM  MM 1013.4    MM   8.7    MM  -4.2  5.9     MM
PVGF1  26.092  -80.109 2019 03 11 23 12  90   1.5   3.6   MM  MM   MM  MM 1020.7    MM  25.8    MM  20.3   MM     MM
PWAW3  43.388  -87.867 2019 03 11 22 40 270   4.6   8.2   MM  MM   MM  MM 1027.1    MM   1.5    MM    MM   MM     MM
PXAC1  33.764 -118.265 2019 03 11 23 30 320   4.1   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PXOC1  37.798 -122.393 2019 03 11 23 30 260   5.1   7.2   MM  MM   MM  MM 1015.5    MM  15.9    MM    MM   MM     MM
PXSC1  37.803 -122.397 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  16.2    MM   6.6  5.9     MM
QPTR1  41.586  -71.407 2019 03 11 23 30 250   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
RCKM4  46.264  -84.191 2019 03 11 23 18 300   5.1   6.2   MM  MM   MM  MM 1022.7    MM    MM    MM    MM   MM     MM
RCMC1  37.923 -122.410 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  11.9    MM   MM     MM
RCPT2  28.024  -97.048 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.6    MM  20.6    MM    MM   MM     MM
RCRN6  43.269  -77.626 2019 03 11 23 12  MM    MM    MM   MM  MM   MM  MM     MM    MM   0.8    MM    MM   MM     MM
RCYF1  29.800  -81.550 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.5    MM   MM     MM
RDDA2  67.575 -164.067 2019 03 11 23 24  50   9.3  13.9   MM  MM   MM  MM  993.2    MM -11.0  -1.8    MM   MM     MM
RDYD1  39.558  -75.572 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1017.5    MM    MM    MM    MM   MM     MM
RIXA2  58.177 -135.052 2019 03 11 23 43 120   7.2   9.3   MM  MM   MM  MM  999.7    MM   3.4    MM    MM   MM     MM
RKXF1  26.050  -81.701 2019 03 11 22 45 250   1.5    MM   MM  MM   MM  MM     MM    MM  26.6    MM  20.6   MM     MM
RLIT2  26.262  -97.285 2019 03 11 23 24  60   7.7   9.3   MM  MM   MM  MM 1015.9    MM  22.7  25.5    MM   MM     MM
RLOT2  29.515  -94.513 2019 03 11 23 30 100   5.7   6.7   MM  MM   MM  MM 1020.5    MM  20.7  20.6    MM   MM     MM
ROAM4  47.867  -89.313 2019 03 11 23 00 250  13.9  14.9   MM  MM   MM  MM 1024.6  +0.0  -2.3    MM    MM   MM     MM
ROBN4  40.657  -74.065 2019 03 11 23 30 280   6.7   7.7   MM  MM   MM  MM 1016.7    MM  11.1    MM    MM   MM     MM
RPLV2  37.538  -76.014 2019 03 11 23 30 180   3.6   3.6   MM  MM   MM  MM 1020.5    MM    MM    MM    MM   MM     MM
RPRN6  43.263  -77.598 2019 03 11 23 00 280   9.3  13.9   MM  MM   MM  MM     MM    MM   1.0    MM    MM   MM     MM
RSJT2  26.801  -97.471 2019 03 11 23 30  70   9.3  10.8   MM  MM   MM  MM 1016.3    MM  22.2  25.4    MM   MM     MM
RTAT2  27.840  -97.072 2019 03 11 23 30 120   5.7   6.7   MM  MM   MM  MM 1017.9    MM  20.0  17.4    MM   MM     MM
RTYC1  37.507 -122.212 2019 03 11 23 30 300   5.7   6.2   MM  MM   MM  MM 1016.6    MM  16.7  12.3    MM   MM     MM
SANF1  24.456  -81.877 2019 03 11 22 50  MM    MM    MM   MM  MM   MM  MM 1020.1  +0.0  25.2    MM  20.1   MM     MM
SAPF1  27.761  -82.627 2019 03 11 23 24 270   3.6   4.6   MM  MM   MM  MM 1021.2    MM  23.6  23.1    MM   MM     MM
SAUF1  29.857  -81.265 2019 03 11 23 00 170   4.1   4.6   MM  MM   MM  MM 1019.9  -0.6  20.8  19.0  18.4   MM     MM
SAXG1  31.418  -81.296 2019 03 11 23 00  70   4.6    MM   MM  MM   MM  MM 1020.0  +0.0  19.1    MM  15.8   MM     MM
SBBN2  36.050 -114.748 2019 03 11 23 40 330   2.6   3.1  0.1  MM   MM  MM 1008.8    MM  17.3  13.4    MM   MM     MM
SBEO3  44.625 -124.045 2019 03 11 23 30 230   4.1   5.1   MM  MM   MM  MM 1019.0    MM   9.1   9.7    MM   MM     MM
SBIO1  41.629  -82.841 2019 03 11 23 00 290   8.2   8.8   MM  MM   MM  MM 1024.9  +0.7   2.4    MM    MM   MM     MM
SBLM4  43.810  -83.720 2019 03 11 23 00 300   7.2   8.2   MM  MM   MM  MM 1022.7  +1.4   0.3    MM    MM   MM     MM
SBPT2  29.728  -93.870 2019 03 11 23 24  70   4.1   5.1   MM  MM   MM  MM 1022.5    MM  21.8  18.7    MM   MM     MM
SCXA2  58.205 -134.646 2019 03 11 23 43  90   5.1   5.7   MM  MM   MM  MM  999.6    MM   2.6    MM  -0.7   MM     MM
SDBC1  32.714 -117.174 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1009.4    MM    MM    MM    MM   MM     MM
SDHN4  40.467  -74.009 2019 03 11 23 30 270   6.7   8.2   MM  MM   MM  MM 1017.8    MM   8.8   4.7    MM   MM     MM
SDIA2  58.277 -134.389 2019 03 11 23 28 130   2.1   2.1   MM  MM   MM  MM  999.8    MM   4.4    MM   2.8   MM     MM
SDRT2  28.407  -96.712 2019 03 11 23 30  80   4.1   6.7   MM  MM   MM  MM 1018.2    MM  23.2  21.3    MM   MM     MM
SFXC1  38.200 -122.026 2019 03 11 22 45 220   3.1    MM   MM  MM   MM  MM 1016.0    MM  18.8    MM   2.8   MM     MM
SGNT2  28.771  -95.617 2019 03 11 23 30  70   4.6   6.2   MM  MM   MM  MM 1018.8    MM  19.8  20.7    MM   MM     MM
SGNW3  43.749  -87.693 2019 03 11 23 00 270   6.2   8.2   MM  MM   MM  MM 1026.5  +0.0   0.4    MM -10.2   MM     MM
SGOF1  29.408  -84.858 2019 03 11 23 00 250   1.0   1.5   MM  MM   MM  MM 1021.9  +0.4  19.6    MM  19.6   MM     MM
SHBL1  29.868  -89.673 2019 03 11 23 30  20   5.7   8.8   MM  MM   MM  MM 1022.2    MM  22.9  19.7    MM   MM     MM
SHPF1  30.058  -84.291 2019 03 11 21 54 190   4.1   5.7   MM  MM   MM  MM 1019.9    MM  20.3  20.2    MM   MM   2.09
SHXA2  57.055 -135.349 2019 03 11 23 43 170   1.5   4.1   MM  MM   MM  MM 1001.1    MM   5.2    MM   0.3   MM     MM
SIPF1  27.862  -80.445 2019 03 11 23 15 160   4.1    MM   MM  MM   MM  MM 1021.0    MM  22.6  22.9    MM   MM     MM
SISA2  58.177 -135.259 2019 03 11 23 22 160   0.5   4.1   MM  MM   MM  MM     MM    MM   5.8    MM    MM   MM     MM
SISW1  48.321 -122.831 2019 03 11 22 50 120   3.1   3.6   MM  MM   MM  MM 1014.3  -2.7   8.0    MM  -0.5   MM     MM
SJNP4  18.459  -66.116 2019 03 11 23 24  60   6.2   7.2   MM  MM   MM  MM 1018.0    MM  24.9  26.5    MM   MM     MM
SJOM4  42.098  -86.494 2019 03 11 23 00 210   1.5   2.1   MM  MM   MM  MM 1027.1  -0.3   0.4    MM    MM   MM     MM
SJSN4  39.305  -75.377 2019 03 11 23 30 240   6.2   6.2   MM  MM   MM  MM 1017.9    MM  11.2   4.4    MM   MM     MM
SKTA2  59.450 -135.327 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM  998.2    MM   4.8   3.9    MM   MM     MM
SKXA2  59.448 -135.326 2019 03 11 23 43 170  13.9  16.5   MM  MM   MM  MM  997.9    MM   3.9    MM  -2.0   MM     MM
SLIM2  38.321  -76.452 2019 03 11 23 30 240   2.6   3.1   MM  MM   MM  MM 1018.9    MM  10.8   5.3    MM   MM     MM
SLMN2  35.389 -114.621 2019 03 11 23 40  MM    MM    MM  0.4   2   MM  MM 1009.4    MM  16.5    MM    MM   MM     MM
SLXA2  55.340 -131.644 2019 03 11 23 43 100   4.1   7.7   MM  MM   MM  MM 1002.8    MM   5.8    MM -16.8   MM     MM
SMKF1  24.628  -81.109 2019 03 11 22 50  MM    MM    MM   MM  MM   MM  MM 1019.5  +0.0  25.5    MM  20.6   MM     MM
SNDA2  55.336 -160.502 2019 03 11 23 30 220   4.6   6.2   MM  MM   MM  MM 1004.8    MM   4.3   4.4    MM   MM     MM
SNDP5  28.215 -177.361 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1026.0    MM  19.5  21.4    MM   MM     MM
SNTO3  43.279 -124.318 2019 03 11 22 30 360   1.5    MM   MM  MM   MM  MM 1021.0    MM  13.6    MM   2.3   MM     MM
SPGF1  26.704  -78.995 2019 03 11 23 00  60   1.5   2.1   MM  MM   MM  MM 1021.5  +0.0  24.1    MM    MM   MM     MM
SPLL1  28.867  -90.483 2019 03 11 22 00  MM   0.0   1.0   MM  MM   MM  MM     MM    MM  23.9    MM    MM  1.2     MM
SREF1  25.352  -81.100 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.5    MM   MM   0.93
SRLM4  45.773  -84.137 2019 03 11 22 30 270  12.9    MM   MM  MM   MM  MM     MM    MM  -3.3    MM  -7.3   MM     MM
SRST2  29.683  -94.033 2019 03 11 23 00  50   4.1   5.1   MM  MM   MM  MM 1020.7  -0.0  21.9    MM  19.1   MM     MM
STDM4  47.184  -87.225 2019 03 11 23 00 270  10.8  11.8   MM  MM   MM  MM 1023.5  +0.9  -4.0    MM -10.0   MM     MM
STXA2  57.116 -135.391 2019 03 11 23 43 160   3.6   8.2   MM  MM   MM  MM 1000.8    MM   4.8    MM   0.7   MM     MM
SVNM4  42.401  -86.288 2019 03 11 23 30 280   3.6   4.1   MM  MM   MM  MM     MM    MM   0.1    MM    MM   MM     MM
SWLA2  60.120 -149.427 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM  992.1    MM    MM   4.7    MM   MM     MM
SWPM4  46.501  -84.372 2019 03 11 23 18 310   8.8   9.8   MM  MM   MM  MM 1021.3    MM  -5.6   0.3    MM   MM     MM
SWPV2  36.943  -76.329 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1019.5    MM    MM   9.7    MM   MM     MM
SXHW3  46.563  -90.437 2019 03 11 22 40 270   3.1   5.1   MM  MM   MM  MM 1024.0    MM   0.8    MM    MM   MM     MM
TAQT2  27.815  -97.389 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1016.4    MM  20.7  20.0    MM   MM     MM
TAWM4  44.254  -83.449 2019 03 11 23 40 300   4.1   7.2   MM  MM   MM  MM 1023.7    MM  -1.6    MM    MM   MM     MM
TBYF1  25.155  -80.722 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  29.2    MM   MM  -0.34
TCBM2  39.213  -76.244 2019 03 11 23 30  MM   0.0   1.0   MM  MM   MM  MM 1019.0    MM  10.0   5.0    MM   MM     MM
TCMW1  47.276 -122.418 2019 03 11 23 24 260   4.1   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCNW1  47.267 -122.413 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1015.9    MM  11.6   8.6    MM   MM     MM
TCVF1  25.213  -80.533 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.7    MM   MM  -0.38
TESL1  29.668  -91.237 2019 03 11 23 30 170   2.1   2.1   MM  MM   MM  MM 1021.8    MM  22.7  11.5    MM   MM     MM
TFBLK  65.698  -24.778 2019 03 11 23 00  MM    MM    MM  3.3   7   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2019 03 11 23 00 280  10.3  10.8   MM  MM   MM  MM     MM    MM   3.4    MM    MM   MM     MM
THRF1  25.203  -80.372 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.4    MM   MM  -0.24
THRO1  41.694  -83.473 2019 03 11 23 18 290   5.7   8.8   MM  MM   MM  MM 1024.8    MM   3.8    MM  -8.7   MM     MM
TIBC1  37.892 -122.447 2019 03 11 23 29 230   2.1    MM   MM  MM   MM  MM 1016.0    MM  16.8    MM    MM   MM     MM
TIXC1  32.575 -117.127 2019 03 11 22 45 320   2.6    MM   MM  MM   MM  MM 1010.0    MM  13.4    MM   9.9   MM     MM
TKEA2  57.779 -135.219 2019 03 11 23 42 100   2.6   3.6   MM  MM   MM  MM  999.4    MM   4.4    MM   0.1   MM     MM
TKPN6  42.014  -73.939 2019 03 11 23 30 340   0.5   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TLBO3  45.555 -123.919 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1018.3    MM    MM   9.5    MM   MM     MM
TOKW1  46.707 -123.967 2019 03 11 23 30 190   6.2   7.7   MM  MM   MM  MM 1016.5    MM   7.6   8.3    MM   MM     MM
TPEF1  25.410  -80.964 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.0    MM   MM  -0.02
TPLM2  38.899  -76.436 2019 03 11 23 00 210   4.6   4.6   MM  MM   MM  MM 1019.3  -0.5  14.4   4.8    MM   MM     MM
TRDF1  28.416  -80.593 2019 03 11 23 30 120   2.1   2.6   MM  MM   MM  MM 1021.2    MM  21.8  21.8    MM   MM     MM
TRRF1  25.217  -80.650 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.8    MM   MM  -0.38
TSHF1  27.929  -82.426 2019 03 11 23 30 230   3.1   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TWCO1  41.699  -83.259 2019 03 11 23 30 290   8.8  11.8   MM  MM   MM  MM 1021.1    MM   3.7    MM  -3.4   MM     MM
TXPT2  29.689  -93.842 2019 03 11 23 30  80   6.2   6.2   MM  MM   MM  MM 1020.4    MM  18.9  17.4    MM   MM     MM
ULRA2  63.872 -160.784 2019 03 11 23 24 300   3.6   4.6   MM  MM   MM  MM     MM    MM  -3.0    MM    MM   MM     MM
UNLA2  53.880 -166.537 2019 03 11 23 30 190   9.3  12.9   MM  MM   MM  MM  993.9    MM   4.9   4.3    MM   MM     MM
UPBC1  38.038 -122.121 2019 03 11 23 30 290   2.6   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
VAKF1  25.731  -80.162 2019 03 11 23 30  70   2.1   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
VBBA3  36.132 -114.412 2019 03 11 23 40 350   5.7   6.7  0.4   2   MM  MM     MM    MM    MM    MM    MM   MM     MM
VCAF1  24.711  -81.107 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1020.3    MM  25.6  26.9    MM   MM     MM
VCAT2  28.640  -96.609 2019 03 11 23 30 130   4.6   5.1   MM  MM   MM  MM 1018.2    MM  20.1  19.6    MM   MM     MM
VCVA2  57.125 -170.285 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM  997.8    MM    MM   2.8    MM   MM     MM
VDZA2  61.125 -146.361 2019 03 11 23 30 240   1.0   1.0   MM  MM   MM  MM  994.5    MM   2.8   6.4    MM   MM     MM
VENF1  27.072  -82.453 2019 03 11 23 00 330   4.6   5.1   MM  MM   MM  MM 1020.8  +0.0  22.7  22.5  21.9   MM     MM
WAHV2  37.608  -75.686 2019 03 11 23 30 230   1.5   3.1   MM  MM   MM  MM 1019.2    MM   9.9  12.6    MM   MM     MM
WAKP8  19.291  166.618 2019 03 11 23 30  90   7.7   9.8   MM  MM   MM  MM 1019.5    MM  26.3    MM    MM   MM     MM
WASD2  38.873  -77.021 2019 03 11 23 30 320   2.1   3.6   MM  MM   MM  MM 1019.7    MM  14.5   5.4    MM   MM     MM
WATS1  34.335  -80.702 2019 03 11 22 50 280   1.0   1.5   MM  MM   MM  MM     MM    MM  14.5    MM    MM   MM     MM
WAXM3  41.582  -70.525 2019 03 11 22 45 230   1.5    MM   MM  MM   MM  MM 1013.0    MM   6.9    MM  -0.5   MM     MM
WBYA1  30.417  -87.825 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.4    MM   MM     MM
WDSV2  36.977  -76.315 2019 03 11 23 30 310   2.1   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
WELM1  43.320  -70.563 2019 03 11 23 30 290   3.6   7.7   MM  MM   MM  MM 1011.8    MM   5.1   2.8    MM   MM     MM
WEXM1  43.337  -70.549 2019 03 11 23 00 250   3.1    MM   MM  MM   MM  MM     MM    MM   5.2    MM  -5.4   MM     MM
WFPM4  46.760  -84.970 2019 03 11 23 40 330   2.1   6.7   MM  MM   MM  MM 1023.0    MM  -5.1    MM    MM   MM     MM
WHRI2  42.361  -87.813 2019 03 11 22 40 290   6.2   8.2   MM  MM   MM  MM     MM    MM   3.0    MM    MM   MM     MM
WIWF1  25.587  -81.044 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.1    MM   MM  -0.20
WKXA1  30.421  -87.828 2019 03 11 22 45  MM    MM    MM   MM  MM   MM  MM 1022.0    MM  20.5    MM  17.4   MM     MM
WLON7  34.228  -77.954 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1021.2    MM  17.3  13.0    MM   MM     MM
WNEM4  46.285  -84.210 2019 03 11 23 12 300   7.2   9.8   MM  MM   MM  MM 1022.2    MM  -5.3    MM  -8.8   MM     MM
WPLF1  25.710  -81.249 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.2    MM   MM   0.77
WPOW1  47.662 -122.436 2019 03 11 23 00 190   5.7   6.2   MM  MM   MM  MM 1015.6  -2.6   8.9    MM   1.3   MM     MM
WPTW1  46.904 -124.105 2019 03 11 22 36 200   5.7   8.8   MM  MM   MM  MM 1016.5    MM   7.1   7.9    MM   MM     MM
WRBF1  25.072  -80.735 2019 03 11 22 00  70   2.6    MM   MM  MM   MM  MM     MM    MM    MM  28.3    MM   MM  -0.50
WWEF1  25.232  -80.938 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.0    MM   MM  -0.55
WYCM6  30.326  -89.326 2019 03 11 23 30  10   5.7   6.7   MM  MM   MM  MM 1022.9    MM  19.7  17.7    MM   MM     MM
YABP4  18.055  -65.833 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  24.7    MM  20.4   MM     MM
YATA2  59.548 -139.733 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM  998.5    MM    MM   4.8    MM   MM     MM
YGNN6  43.262  -79.064 2019 03 11 23 00 270   9.8  13.4   MM  MM   MM  MM 1021.0  +1.4   0.4    MM    MM   MM     MM
YKRV2  37.251  -76.342 2019 03 11 23 30 310   1.0   1.5   MM  MM   MM  MM 1020.1    MM  12.8    MM    MM   MM     MM
YKTV2  37.227  -76.479 2019 03 11 23 30 270   1.0   1.0   MM  MM   MM  MM 1019.3    MM  12.7   8.5    MM   MM     MM
YRSV2  37.414  -76.712 2019 03 11 22 30  MM   0.0    MM   MM  MM   MM  MM 1021.0    MM  15.6    MM   0.0   MM     MM
