#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
NUET2  27.832  -97.486 2018 11 29 07 24 180   4.1   6.2   MM  MM   MM  MM 1013.9    MM    MM  15.9    MM   MM     MM
NWCL1  30.027  -90.113 2018 11 29 07 30 140   1.5   3.6   MM  MM   MM  MM 1017.8    MM  13.3  13.2    MM   MM     MM
NWHC3  41.283  -72.908 2018 11 29 07 30 330   4.6   6.2   MM  MM   MM  MM 1006.0    MM   3.8   9.1    MM   MM     MM
NWPO3  44.613 -124.067 2018 11 29 07 00  80   5.7   6.2   MM  MM   MM  MM 1003.4  -2.1   8.4    MM    MM   MM     MM
NWPR1  41.504  -71.326 2018 11 29 07 30 290   5.7   7.7   MM  MM   MM  MM 1002.1    MM   3.1   6.0    MM   MM     MM
NWWH1  21.954 -159.353 2018 11 29 07 30 280   3.1   3.6   MM  MM   MM  MM 1017.0    MM  20.8    MM    MM   MM     MM
OBGN6  44.702  -75.494 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1009.0    MM   1.5    MM    MM   MM     MM
OBLA1  30.705  -88.040 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1019.9    MM  11.4  13.6    MM   MM     MM
OBXC1  37.804 -122.341 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  14.1    MM  14.1  4.3     MM
OCIM2  38.328  -75.091 2018 11 29 07 30 310   7.2  10.3   MM  MM   MM  MM 1014.6    MM   0.8   9.9    MM   MM     MM
OCSM2  38.338  -75.070 2018 11 29 05 00  MM    MM    MM  0.3  11   MM  78     MM    MM    MM    MM    MM   MM     MM
OHBC1  33.720 -118.273 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1012.2    MM    MM  19.0    MM   MM     MM
OKXC1  37.811 -122.333 2018 11 29 07 30 180   4.6   7.7   MM  MM   MM  MM 1000.5    MM  13.9    MM    MM   MM     MM
OLCN6  43.341  -78.719 2018 11 29 07 00 280  11.3  13.4   MM  MM   MM  MM 1014.2  +1.0   3.0    MM    MM   MM     MM
OLSA2  52.940 -168.870 2018 11 29 07 30 230   4.6   5.1   MM  MM   MM  MM 1014.4    MM   2.0    MM    MM   MM     MM
OMHC1  37.801 -122.330 2018 11 29 07 30 170   4.1   7.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.303 -157.865 2018 11 29 07 30  MM   0.0   0.5   MM  MM   MM  MM 1016.3    MM  24.2  25.9    MM   MM     MM
OPTF1  27.858  -82.553 2018 11 29 07 30  50   1.5   2.6   MM  MM   MM  MM 1020.5    MM  11.2  19.4    MM   MM     MM
ORIN7  35.796  -75.548 2018 11 29 07 24 300   5.7   8.2   MM  MM   MM  MM 1016.2    MM   2.6   7.2    MM   MM     MM
OSGN6  43.464  -76.511 2018 11 29 07 30 300  10.3  12.4   MM  MM   MM  MM 1011.2    MM   2.1    MM  -1.3   MM     MM
OVIA2  59.440 -151.720 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1002.1    MM    MM   7.8    MM   MM     MM
OWXO1  41.378  -82.508 2018 11 29 06 45 230   1.0    MM   MM  MM   MM  MM 1019.0    MM  -3.7    MM  -7.8   MM     MM
PACF1  30.152  -85.667 2018 11 29 07 30  90   2.1   2.6   MM  MM   MM  MM 1021.7    MM   8.9  18.5    MM   MM     MM
PACT2  27.634  -97.237 2018 11 29 07 30 170   2.6   3.6   MM  MM   MM  MM 1013.6    MM  18.7  16.4    MM   MM     MM
PAXA2  58.159 -134.178 2018 11 29 07 33  50   4.6   7.2   MM  MM   MM  MM 1004.8    MM   0.8    MM    MM   MM     MM
PBFW1  48.464 -122.469 2018 11 29 07 30 130   1.5    MM   MM  MM   MM  MM 1006.0    MM   7.9    MM   7.6   MM     MM
PBPA2  58.203 -134.148 2018 11 29 07 10  40   2.6   5.7   MM  MM   MM  MM 1002.8    MM   3.6    MM   2.7   MM     MM
PCBF1  30.213  -85.880 2018 11 29 07 30  50   3.6   4.1   MM  MM   MM  MM 1021.4    MM   9.4  18.8    MM   MM     MM
PCGT2  26.072  -97.167 2018 11 29 07 30 220   1.5   2.1   MM  MM   MM  MM 1013.8    MM  18.5    MM    MM   MM     MM
PCLF1  30.404  -87.211 2018 11 29 07 30  MM   0.0   1.0   MM  MM   MM  MM 1020.8    MM   9.3  14.3    MM   MM     MM
PCNT2  28.446  -96.396 2018 11 29 07 30 220   3.6   4.6   MM  MM   MM  MM 1013.1    MM  18.2  16.0    MM   MM     MM
PCOC1  38.056 -122.039 2018 11 29 07 30  80   1.5   3.6   MM  MM   MM  MM 1000.8    MM  13.2  13.8    MM   MM     MM
PEGF1  26.086  -80.116 2018 11 29 07 24 320   4.6   7.2   MM  MM   MM  MM 1019.3    MM  11.8    MM    MM   MM     MM
PFDC1  33.735 -118.241 2018 11 29 07 30 120   5.1   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PFXC1  33.747 -118.215 2018 11 29 07 30 130   3.6   5.7   MM  MM   MM  MM     MM    MM  16.2    MM    MM   MM     MM
PGBP7  13.428  144.796 2018 11 29 07 30  50   2.1   4.1   MM  MM   MM  MM 1011.7    MM    MM    MM    MM   MM     MM
PGXA2  57.016 -134.618 2018 11 29 07 46 230   1.0   1.5   MM  MM   MM  MM     MM    MM   4.8    MM   2.8   MM     MM
PHBP1  39.933  -75.142 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1011.3    MM   2.6   5.3    MM   MM     MM
PILA2  59.742 -149.470 2018 11 29 07 30 250   2.1   2.6   MM  MM   MM  MM 1001.5    MM    MM    MM    MM   MM     MM
PILL1  29.179  -89.259 2018 11 29 07 30 170   2.6   3.1   MM  MM   MM  MM 1018.8    MM  14.6   9.9    MM   MM     MM
PILM4  48.223  -88.366 2018 11 29 07 00  MM   0.0   0.5   MM  MM   MM  MM 1015.9  -0.4  -1.6    MM    MM   MM     MM
PKBW3  46.672  -92.136 2018 11 29 06 00  MM   0.0    MM   MM  MM   MM  MM     MM    MM  -3.5    MM  -6.9   MM     MM
PKYF1  24.918  -80.747 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.1    MM   MM   0.18
PLSF1  24.693  -82.773 2018 11 29 07 00  70   6.2   7.7   MM  MM   MM  MM 1018.6  -1.5  19.1    MM    MM   MM     MM
PLXA2  56.247 -134.647 2018 11 29 07 24  MM   0.0   0.0   MM  MM   MM  MM 1003.9    MM   4.9   8.7    MM   MM     MM
PMAF1  27.638  -82.562 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1020.4    MM   8.6  18.9    MM   MM     MM
PMNT2  26.559  -97.424 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1013.8    MM  18.6  17.3    MM   MM     MM
PNLM4  45.968  -85.869 2018 11 29 07 30 350   2.1   2.1   MM  MM   MM  MM 1015.2    MM  -3.0    MM    MM   MM     MM
PNLM6  30.368  -88.563 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.4    MM   MM     MM
PORO3  42.739 -124.498 2018 11 29 07 18  10   5.7   7.2   MM  MM   MM  MM  998.8    MM  12.2  11.4    MM   MM     MM
PORT2  29.867  -93.931 2018 11 29 07 30 180   2.6   3.6   MM  MM   MM  MM 1015.1    MM  18.3  15.1    MM   MM     MM
POTA2  61.060 -146.700 2018 11 29 07 30  MM   0.0   1.0   MM  MM   MM  MM 1002.4    MM   2.0    MM    MM   MM     MM
PPTM2  38.134  -76.533 2018 11 29 07 24 330   9.3  10.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXC1  37.906 -122.365 2018 11 29 07 30 150   8.8  11.8   MM  MM   MM  MM 1000.6    MM  14.7    MM    MM   MM     MM
PRDA2  70.400 -148.527 2018 11 29 07 30  70  12.9  14.4   MM  MM   MM  MM 1009.7    MM -17.9    MM    MM   MM     MM
PRJC1  33.733 -118.186 2018 11 29 07 30 150   5.1   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRYC1  37.996 -122.977 2018 11 29 07 30 270   4.1  10.8   MM  MM   MM  MM  999.0    MM    MM  13.7    MM   MM     MM
PSBC1  38.040 -121.887 2018 11 29 07 30 130   5.1   7.2   MM  MM   MM  MM 1000.2    MM  13.5    MM    MM   MM     MM
PSBM1  44.905  -66.983 2018 11 29 07 30 320   8.8  12.4   MM  MM   MM  MM  992.9    MM   2.8   8.1    MM   MM     MM
PSCM4  43.420  -82.540 2018 11 29 07 00 260   2.6   5.1   MM  MM   MM  MM 1017.3  +0.4  -2.5    MM    MM   MM     MM
PSLC1  35.169 -120.754 2018 11 29 07 30 160  12.9  14.9   MM  MM   MM  MM 1007.8    MM  15.7  17.0    MM   MM     MM
PSTL1  28.932  -89.407 2018 11 29 07 30 180   7.7   8.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSTN6  42.691  -79.048 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.8    MM   1.2    MM    MM   MM     MM
PSXC1  33.768 -118.226 2018 11 29 07 30 140   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTAT2  27.826  -97.051 2018 11 29 07 00 190   3.6   4.1   MM  MM   MM  MM 1013.7  +0.0  18.1  16.8  17.4   MM     MM
PTAW1  48.125 -123.441 2018 11 29 06 36 220   1.5   2.6   MM  MM   MM  MM 1006.0    MM   7.6   9.3    MM   MM     MM
PTBM6  30.213  -88.505 2018 11 29 07 30 170   6.7   7.7   MM  MM   MM  MM 1019.9    MM  16.7    MM    MM   MM     MM
PTCR1  41.638  -71.340 2018 11 29 07 30 310   4.6   7.2   MM  MM   MM  MM 1002.1    MM   3.1    MM    MM   MM     MM
PTGC1  34.577 -120.648 2018 11 29 07 00 190  11.3  13.9   MM  MM   MM  MM 1009.2  -2.1  14.8    MM    MM   MM     MM
PTIM4  46.485  -84.631 2018 11 29 07 30 270   2.6   4.6   MM  MM   MM  MM 1014.5    MM  -1.1    MM  -6.9   MM     MM
PTIT2  26.061  -97.215 2018 11 29 07 30 220   1.5   2.1   MM  MM   MM  MM 1013.4    MM  17.9  17.4    MM   MM     MM
PTLA2  58.346 -134.752 2018 11 29 07 42 120   1.5   6.2   MM  MM   MM  MM 1003.5    MM   3.9    MM   1.7   MM     MM
PTOA1  30.671  -88.031 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  12.0    MM   8.3  5.9     MM
PTRP4  18.367  -67.251 2018 11 29 07 40 120   2.1   3.1   MM  MM   MM  MM     MM    MM  24.5    MM    MM   MM     MM
PTWW1  48.111 -122.760 2018 11 29 07 24 160   1.5   2.1   MM  MM   MM  MM 1006.4    MM   8.7   9.6    MM   MM     MM
PVDR1  41.786  -71.383 2018 11 29 07 30 310   4.1   6.7   MM  MM   MM  MM 1001.9    MM   3.0    MM    MM  5.9     MM
PVGF1  26.092  -80.109 2018 11 29 07 24 320   4.6   6.7   MM  MM   MM  MM 1019.1    MM  11.2    MM   0.1   MM     MM
PWAW3  43.388  -87.867 2018 11 29 07 40 230   1.0   2.1   MM  MM   MM  MM 1016.3    MM  -3.7    MM    MM   MM     MM
PXAC1  33.764 -118.265 2018 11 29 07 24 140   4.1   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PXOC1  37.798 -122.393 2018 11 29 07 30 110   6.2   7.7   MM  MM   MM  MM  999.1    MM  15.0    MM    MM   MM     MM
PXSC1  37.803 -122.397 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  15.6    MM  15.6  3.2     MM
QPTR1  41.586  -71.407 2018 11 29 07 24 290   4.1   6.7   MM  MM   MM  MM 1002.3    MM   2.8   8.2    MM   MM     MM
RCKM4  46.264  -84.191 2018 11 29 07 30 250   0.5   1.0   MM  MM   MM  MM 1015.1    MM    MM    MM    MM   MM     MM
RCMC1  37.923 -122.410 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.1    MM   MM     MM
RCPT2  28.024  -97.048 2018 11 29 07 30 110   2.6   3.6   MM  MM   MM  MM 1013.5    MM  17.7    MM    MM   MM     MM
RCRN6  43.269  -77.626 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   2.2    MM    MM   MM     MM
RCYF1  29.800  -81.550 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  15.2    MM   MM     MM
RDDA2  67.575 -164.067 2018 11 29 07 30 120   7.2   8.2   MM  MM   MM  MM  999.2    MM  -4.7  -1.2    MM   MM     MM
RDYD1  39.558  -75.572 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1013.0    MM   1.9   5.0    MM   MM     MM
RIXA2  58.177 -135.052 2018 11 29 07 45  20   2.1   3.6   MM  MM   MM  MM 1003.6    MM   2.9    MM    MM   MM     MM
RKXF1  26.050  -81.701 2018 11 29 06 45  MM    MM    MM   MM  MM   MM  MM     MM    MM   4.7    MM   4.6   MM     MM
RLIT2  26.262  -97.285 2018 11 29 07 24 140   2.1   2.6   MM  MM   MM  MM 1013.5    MM  18.3  17.6    MM   MM     MM
RLOT2  29.515  -94.513 2018 11 29 07 30 160   1.5   2.1   MM  MM   MM  MM 1014.5    MM  17.5  15.2    MM   MM     MM
ROAM4  47.867  -89.313 2018 11 29 07 00 160   8.2   9.8   MM  MM   MM  MM 1015.2  -1.0  -1.6    MM    MM   MM     MM
ROBN4  40.657  -74.065 2018 11 29 07 30 310   9.3  13.9   MM  MM   MM  MM 1009.0    MM   5.1    MM    MM   MM     MM
RPLV2  37.538  -76.014 2018 11 29 07 30 310   9.3  13.4   MM  MM   MM  MM 1017.5    MM    MM    MM    MM   MM     MM
RPRN6  43.263  -77.598 2018 11 29 07 00 300   7.7   9.8   MM  MM   MM  MM     MM    MM   2.5    MM    MM   MM     MM
RSJT2  26.801  -97.471 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1013.0    MM  17.4  15.9    MM   MM     MM
RTAT2  27.840  -97.072 2018 11 29 07 30 230   2.1   3.1   MM  MM   MM  MM 1013.8    MM  18.6  16.8    MM   MM     MM
RTYC1  37.507 -122.212 2018 11 29 07 30 120   4.6   6.2   MM  MM   MM  MM 1001.5    MM  14.2  15.1    MM   MM     MM
SANF1  24.456  -81.877 2018 11 29 06 50  MM    MM    MM   MM  MM   MM  MM 1019.1  -0.7  17.0    MM   6.9   MM     MM
SAPF1  27.761  -82.627 2018 11 29 07 24  40   3.1   4.6   MM  MM   MM  MM 1020.3    MM  12.1  20.9    MM   MM     MM
SAUF1  29.857  -81.265 2018 11 29 07 00 290   3.6   4.1   MM  MM   MM  MM 1021.0  -0.4   6.8  17.8    MM   MM     MM
SAXG1  31.418  -81.296 2018 11 29 07 00 330   2.6    MM   MM  MM   MM  MM 1020.0  +0.0   5.4    MM   0.2   MM     MM
SBBN2  36.050 -114.748 2018 11 29 07 40 300   2.1   2.6  0.0  MM   MM  MM 1008.0    MM  15.2  17.7    MM   MM     MM
SBEO3  44.625 -124.045 2018 11 29 07 30 110   5.1   6.2   MM  MM   MM  MM 1003.3    MM   9.0  10.9    MM   MM     MM
SBIO1  41.629  -82.841 2018 11 29 07 00 250   4.6   5.7   MM  MM   MM  MM 1019.7  -0.0  -3.1    MM    MM   MM     MM
SBLM4  43.810  -83.720 2018 11 29 07 00 260   7.7   8.8   MM  MM   MM  MM 1016.3  +0.4  -2.3    MM    MM   MM     MM
SBPT2  29.728  -93.870 2018 11 29 07 30 170   4.1   5.7   MM  MM   MM  MM 1016.3    MM  18.8  17.9    MM   MM     MM
SCXA2  58.205 -134.646 2018 11 29 07 45 120   5.7   7.7   MM  MM   MM  MM 1003.2    MM   2.5    MM   0.7   MM     MM
SDBC1  32.714 -117.174 2018 11 29 07 24  MM    MM    MM   MM  MM   MM  MM 1012.9    MM    MM    MM    MM   MM     MM
SDHN4  40.467  -74.009 2018 11 29 07 30 280   6.2   9.8   MM  MM   MM  MM 1010.3    MM   5.0   6.3    MM   MM     MM
SDIA2  58.277 -134.389 2018 11 29 07 28 150   1.5   2.1   MM  MM   MM  MM 1003.2    MM   4.4    MM   3.9   MM     MM
SDRT2  28.407  -96.712 2018 11 29 07 30 150   1.5   1.5   MM  MM   MM  MM 1013.5    MM  15.9  15.9    MM   MM     MM
SFXC1  38.200 -122.026 2018 11 29 06 45 150   6.7    MM   MM  MM   MM  MM 1002.0    MM  13.0    MM  12.1   MM     MM
SGNT2  28.771  -95.617 2018 11 29 07 30 170   3.1   4.1   MM  MM   MM  MM 1013.2    MM  18.2  15.5    MM   MM     MM
SGNW3  43.749  -87.693 2018 11 29 07 00 200   3.6   4.1   MM  MM   MM  MM 1016.4  +0.0  -4.2    MM  -5.5   MM     MM
SGOF1  29.408  -84.858 2018 11 29 07 00 360   1.0   1.5   MM  MM   MM  MM 1021.6  -0.3  12.9    MM   2.5   MM     MM
SHBL1  29.868  -89.673 2018 11 29 07 30 140   4.6   5.7   MM  MM   MM  MM 1018.4    MM  13.4  14.1    MM   MM     MM
SHPF1  30.058  -84.291 2018 11 29 05 54 320   1.5   2.1   MM  MM   MM  MM 1021.0    MM   7.1  13.8    MM   MM   0.45
SHXA2  57.055 -135.349 2018 11 29 07 46 180   0.5   1.5   MM  MM   MM  MM 1004.1    MM   5.1    MM   3.3   MM     MM
SIPF1  27.862  -80.445 2018 11 29 07 30 320   6.2    MM   MM  MM   MM  MM 1021.0    MM  10.2  10.3    MM   MM     MM
SISA2  58.177 -135.259 2018 11 29 07 22  90   2.1   4.1   MM  MM   MM  MM     MM    MM   6.4    MM    MM   MM     MM
SISW1  48.321 -122.831 2018 11 29 06 50 180   5.1   5.7   MM  MM   MM  MM 1005.9  +0.5   9.1    MM   7.1   MM     MM
SJNP4  18.459  -66.116 2018 11 29 07 24 170   1.5   1.5   MM  MM   MM  MM 1014.8    MM  25.0  28.4    MM   MM     MM
SJOM4  42.098  -86.494 2018 11 29 07 00 110   1.0   3.6   MM  MM   MM  MM 1017.9  +0.3  -4.7    MM    MM   MM     MM
SJSN4  39.305  -75.377 2018 11 29 07 30 290   9.8  11.3   MM  MM   MM  MM 1012.8    MM   2.2   6.6    MM   MM     MM
SKTA2  59.450 -135.327 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1003.8    MM   2.2   5.3    MM   MM     MM
SKXA2  59.448 -135.326 2018 11 29 07 46 340   1.5   2.1   MM  MM   MM  MM 1003.8    MM   2.5    MM  -0.7   MM     MM
SLIM2  38.321  -76.452 2018 11 29 07 30 310   4.1   6.2   MM  MM   MM  MM 1016.6    MM  -0.4   8.5    MM   MM     MM
SLMN2  35.389 -114.621 2018 11 29 07 40  MM    MM    MM  0.2  MM   MM  MM 1008.7    MM  16.1    MM    MM   MM     MM
SLXA2  55.340 -131.644 2018 11 29 07 46 280   1.5   2.1   MM  MM   MM  MM  993.1    MM   6.4    MM   5.2   MM     MM
SMKF1  24.628  -81.109 2018 11 29 06 50  MM    MM    MM   MM  MM   MM  MM 1018.6  -0.9  16.3    MM   6.1   MM     MM
SNDA2  55.336 -160.502 2018 11 29 07 30 320  13.4  16.0   MM  MM   MM  MM 1001.4    MM   1.0   6.9    MM   MM     MM
SNDP5  28.215 -177.361 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1015.4    MM  21.0  22.7    MM   MM     MM
SPGF1  26.704  -78.995 2018 11 29 07 00  20   3.1   4.1   MM  MM   MM  MM 1018.6  -0.9  18.3    MM    MM   MM     MM
SPLL1  28.867  -90.483 2018 11 29 06 00 170   8.2   9.3   MM  MM   MM  MM     MM    MM  20.9    MM    MM  6.5     MM
SREF1  25.352  -81.100 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.8    MM   MM  -0.77
SRLM4  45.773  -84.137 2018 11 29 06 00 280   4.6    MM   MM  MM   MM  MM     MM    MM   0.4   3.7  -4.0   MM     MM
SRST2  29.683  -94.033 2018 11 29 07 00 160   3.1   4.1   MM  MM   MM  MM 1015.3  -0.6  17.8    MM    MM   MM     MM
STDM4  47.184  -87.225 2018 11 29 07 00 190   8.8   9.3   MM  MM   MM  MM 1014.9  +0.0  -1.8    MM  -5.3   MM     MM
STXA2  57.116 -135.391 2018 11 29 07 45 150   1.5   3.1   MM  MM   MM  MM 1003.9    MM   5.3    MM   3.4   MM     MM
SVNM4  42.401  -86.288 2018 11 29 07 30 120   4.1   5.1   MM  MM   MM  MM     MM    MM  -4.8    MM    MM   MM     MM
SWLA2  60.120 -149.427 2018 11 29 07 24  MM    MM    MM   MM  MM   MM  MM 1001.1    MM    MM   6.9    MM   MM     MM
SWPM4  46.501  -84.372 2018 11 29 07 30 200   1.5   1.5   MM  MM   MM  MM 1013.7    MM  -1.6   4.1    MM   MM     MM
SWPV2  36.943  -76.329 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1017.0    MM    MM   9.1    MM   MM     MM
SXHW3  46.563  -90.437 2018 11 29 06 40 210   1.0   3.6   MM  MM   MM  MM 1012.5    MM  -4.1    MM    MM   MM     MM
TAQT2  27.815  -97.389 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1012.8    MM  19.4  15.8    MM   MM     MM
TAWM4  44.254  -83.449 2018 11 29 07 40 260   3.1   6.2   MM  MM   MM  MM 1016.9    MM  -1.5    MM    MM   MM     MM
TBIM4  45.035  -83.194 2018 11 29 07 20 270   5.1   6.7   MM  MM   MM  MM     MM    MM   0.0    MM    MM   MM     MM
TBYF1  25.155  -80.722 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  17.6    MM   MM  -0.65
TCBM2  39.213  -76.244 2018 11 29 07 30 300   8.2   9.8   MM  MM   MM  MM 1015.6    MM   0.9   5.2    MM   MM     MM
TCMW1  47.276 -122.418 2018 11 29 07 24  MM   0.0   0.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCNW1  47.267 -122.413 2018 11 29 07 24  MM    MM    MM   MM  MM   MM  MM 1006.1    MM   8.5  11.5    MM   MM     MM
TCVF1  25.213  -80.533 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  18.2    MM   MM  -0.58
TESL1  29.668  -91.237 2018 11 29 07 30 120   3.1   4.6   MM  MM   MM  MM 1017.5    MM  13.7  10.1    MM   MM     MM
TFBLK  65.698  -24.778 2018 11 29 07 00  MM    MM    MM  5.7   7   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2018 11 29 07 00 260   5.1   5.7   MM  MM   MM  MM     MM    MM  -3.4    MM    MM   MM     MM
THRF1  25.203  -80.372 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.1    MM   MM  -0.11
THRO1  41.694  -83.473 2018 11 29 07 30 240   2.6   4.1   MM  MM   MM  MM 1019.1    MM  -3.7    MM  -8.4   MM     MM
TIBC1  37.892 -122.447 2018 11 29 07 35 130   6.7    MM   MM  MM   MM  MM 1000.0    MM  15.2    MM    MM   MM     MM
TIXC1  32.575 -117.127 2018 11 29 06 45 160   1.0    MM   MM  MM   MM  MM 1014.0    MM  15.0    MM  13.9   MM     MM
TKEA2  57.779 -135.219 2018 11 29 07 43  MM   0.0   0.5   MM  MM   MM  MM 1002.5    MM   5.3    MM   3.2   MM     MM
TKPN6  42.014  -73.939 2018 11 29 07 30 360   3.1   5.1   MM  MM   MM  MM     MM    MM   4.1   3.0  -3.8   MM     MM
TLBO3  45.555 -123.919 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1005.0    MM    MM  10.7    MM   MM     MM
TOKW1  46.707 -123.967 2018 11 29 07 30  10   1.5   2.1   MM  MM   MM  MM 1005.4    MM   6.7  10.2    MM   MM     MM
TPAF1  27.933  -82.433 2018 11 29 06 54 350   2.6   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TPEF1  25.410  -80.964 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.7    MM   MM  -0.34
TPLM2  38.899  -76.436 2018 11 29 07 00 270   7.7   8.8   MM  MM   MM  MM 1016.7  +1.0   0.0   7.3  -6.7   MM     MM
TRDF1  28.416  -80.593 2018 11 29 07 30 300   4.6   6.2   MM  MM   MM  MM 1021.5    MM  10.5  21.6    MM   MM     MM
TRRF1  25.217  -80.650 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.7    MM   MM   0.00
TWCO1  41.699  -83.259 2018 11 29 07 40 230   7.2   8.8   MM  MM   MM  MM 1016.7    MM  -2.9    MM  -6.9   MM     MM
TXPT2  29.689  -93.842 2018 11 29 07 30 170   5.7   6.2   MM  MM   MM  MM 1014.1    MM  18.0  15.6    MM   MM     MM
ULRA2  63.872 -160.784 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1003.4    MM    MM    MM    MM   MM     MM
UNLA2  53.880 -166.537 2018 11 29 07 30 260   5.1   6.2   MM  MM   MM  MM 1012.7    MM   1.7   5.8    MM   MM     MM
VAKF1  25.731  -80.162 2018 11 29 07 30 310   3.1   5.1   MM  MM   MM  MM 1018.7    MM  13.0  23.9    MM   MM     MM
VBBA3  36.132 -114.412 2018 11 29 07 40 100   1.5   2.6  0.0  MM   MM  MM 1008.6    MM  14.7    MM    MM   MM     MM
VCAF1  24.711  -81.107 2018 11 29 07 30 170   5.1   6.2   MM  MM   MM  MM 1018.7    MM  16.1  20.5    MM   MM     MM
VCAT2  28.640  -96.609 2018 11 29 07 30 170   1.5   2.1   MM  MM   MM  MM 1013.1    MM  16.3  15.0    MM   MM     MM
VCVA2  57.125 -170.285 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1007.3    MM    MM   1.6    MM   MM     MM
VDZA2  61.125 -146.361 2018 11 29 07 30 320   1.5   2.6   MM  MM   MM  MM 1001.7    MM   2.5   7.4    MM   MM     MM
VENF1  27.072  -82.453 2018 11 29 07 00  70   2.6   3.6   MM  MM   MM  MM 1020.5  -0.6   9.4  20.8   2.8   MM     MM
WAHV2  37.608  -75.686 2018 11 29 07 30 280   1.0   3.1   MM  MM   MM  MM 1016.4    MM   0.2   6.2    MM   MM     MM
WAKP8  19.291  166.618 2018 11 29 07 30  60   6.2   8.8   MM  MM   MM  MM 1015.7    MM  27.1  30.2    MM   MM     MM
WASD2  38.873  -77.021 2018 11 29 07 30 300   2.6   7.7   MM  MM   MM  MM 1017.2    MM  -0.3   5.9    MM   MM     MM
WATS1  34.335  -80.702 2018 11 29 07 30 160   1.0   1.0   MM  MM   MM  MM     MM    MM  -2.6    MM    MM   MM     MM
WAXM3  41.582  -70.525 2018 11 29 06 45  MM   4.1    MM   MM  MM   MM  MM 1000.0    MM   3.2    MM  -1.2   MM     MM
WBYA1  30.417  -87.825 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.3    MM   MM     MM
WDSV2  36.977  -76.315 2018 11 29 07 24 330   6.2   7.2   MM  MM   MM  MM 1016.7    MM   0.8    MM    MM   MM     MM
WELM1  43.320  -70.563 2018 11 29 07 30 330   4.1   5.7   MM  MM   MM  MM  999.0    MM   3.5   7.7    MM   MM     MM
WEXM1  43.337  -70.549 2018 11 29 07 00 300   3.1    MM   MM  MM   MM  MM     MM    MM   3.3    MM  -0.9   MM     MM
